cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id
cord_uid_001243,,PubMed,Testing Icu: A dermatological Study,10.1000/001243,,,custom,This study investigates comorbidity in relation to dermatological. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using retrospective analysis of 2189 patients.,2020-06-25,"Jackson, R.; Garcia, E.; Martinez, I.; Anderson, N.",Journal of Medical Virology,mag_00001243,,,pdf_001243.json,pmc_001243.json,https://example.com/paper/1243,s2_00001243
cord_uid_001244,,WHO,Pandemic Transmission Testing: A prognosis Study,10.1000/001244,,945220,custom,This study investigates outbreak in relation to prognosis. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using prospective analysis of 515 patients.,2020-06-16,"Davis, G.",JAMA,,cov_001244,arXiv:2022.6416,,,,s2_00001244
cord_uid_001245,,PubMed,Pandemic: A epidemiology Study,,PMC0001245,313807,cc0,This study investigates asymptomatic in relation to epidemiology. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using retrospective analysis of 594 patients.,2020-10-13,,Journal of Medical Virology,,cov_001245,,pdf_001245.json,,,s2_00001245
cord_uid_001246,sha_000004de,WHO,Hospitalization Variant Mortality: A recovery Study,10.1000/001246,PMC0001246,835865,cc0,This study investigates lockdown in relation to recovery. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using retrospective analysis of 2638 patients.,2022-05-15,"Brown, C.; Martin, S.; Wilson, M.; Jackson, R.",Cell,,cov_001246,,,pmc_001246.json,https://example.com/paper/1246,
cord_uid_001247,sha_000004df,Custom,Icu Vaccine: A cardiovascular Study,,PMC0001247,,cc-by-nc,This study investigates outbreak in relation to cardiovascular. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using retrospective analysis of 4423 patients.,2020-10-11,"Rodriguez, H.",Cell,,,,,,https://example.com/paper/1247,s2_00001247
cord_uid_001248,sha_000004e0,Custom,Transmission Icu Comorbidity: A clinical trial Study,10.1000/001248,PMC0001248,926658,cc-by-nc,,2021-10-13,"Thomas, O.",Emerging Infectious Diseases,,,,,,,s2_00001248
cord_uid_001249,sha_000004e1,PubMed,Immunity Lockdown Hospitalization: A clinical trial Study,,,877745,custom,This study investigates social distancing in relation to clinical trial. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using prospective analysis of 483 patients.,2021-06-13,"Wilson, M.",BMJ,mag_00001249,cov_001249,,,pmc_001249.json,https://example.com/paper/1249,
cord_uid_001250,sha_000004e2,PMC,Immunity Covid-19 Pandemic: A pathogenesis Study,,PMC0001250,953812,cc-by,This study investigates pandemic in relation to pathogenesis. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using prospective analysis of 249 patients.,2021-07-17,,The Lancet,mag_00001250,cov_001250,,,,https://example.com/paper/1250,
cord_uid_001251,sha_000004e3,PMC,Ventilator Social Distancing Mortality: A epidemiology Study,10.1000/001251,,,cc-by-nc,This study investigates immunity in relation to epidemiology. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using retrospective analysis of 1128 patients.,2020-07-01,"Johnson, A.; Davis, G.; Martinez, I.",The Lancet,mag_00001251,,,pdf_001251.json,,,
cord_uid_001252,sha_000004e4,CDC,Social Distancing Variant: A cardiovascular Study,10.1000/001252,PMC0001252,939930,cc-by,This study investigates outbreak in relation to cardiovascular. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using prospective analysis of 4203 patients.,2021-05-21,"Garcia, E.",Scientific Reports,mag_00001252,,,,,https://example.com/paper/1252,
cord_uid_001253,sha_000004e5,PubMed,Vaccine Ventilator: A risk factors Study,10.1000/001253,,342647,cc0,This study investigates pandemic in relation to risk factors. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using prospective analysis of 2266 patients.,2021-01-31,"Rodriguez, H.",Science,mag_00001253,,arXiv:2022.3150,,,,s2_00001253
cord_uid_001254,,PMC,Asymptomatic Comorbidity Variant: A pathogenesis Study,10.1000/001254,,578996,cc-by,This study investigates ICU in relation to pathogenesis. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using retrospective analysis of 3673 patients.,2021-07-20,"Thomas, O.; Martin, S.; Rodriguez, H.; Garcia, E.",Clinical Infectious Diseases,mag_00001254,cov_001254,,,,https://example.com/paper/1254,
cord_uid_001255,sha_000004e7,WHO,Sars-Cov-2: A clinical trial Study,10.1000/001255,PMC0001255,928452,cc-by-nc,This study investigates vaccine in relation to clinical trial. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using retrospective analysis of 4061 patients.,2021-11-05,"Garcia, E.; Williams, B.; Rodriguez, H.; Miller, F.",NEJM,mag_00001255,,arXiv:2015.5073,,,,
cord_uid_001256,sha_000004e8,PMC,Elderly: A complications Study,,,302134,cc-by-nc,This study investigates hospitalization in relation to complications. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using cross-sectional analysis of 4705 patients.,2021-01-02,"Johnson, A.; Thomas, O.; Miller, F.",Science,mag_00001256,,,pdf_001256.json,,https://example.com/paper/1256,s2_00001256
cord_uid_001257,sha_000004e9,Custom,Covid-19 Icu Vaccine: A risk factors Study,10.1000/001257,,889142,cc-by-nc,This study investigates elderly in relation to risk factors. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using retrospective analysis of 52 patients.,2022-01-03,"Johnson, A.; Thomas, O.; Jones, D.; Garcia, E.; Smith, J.",BMJ,,,,,,,
cord_uid_001258,sha_000004ea,PMC,Outbreak Icu: A cardiovascular Study,10.1000/001258,PMC0001258,734397,cc-by-nc,This study investigates testing in relation to cardiovascular. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using retrospective analysis of 3820 patients.,2020-05-03,"Anderson, N.; Smith, J.; Miller, F.",Science,,,arXiv:2008.2994,pdf_001258.json,pmc_001258.json,,
cord_uid_001259,,Custom,Ventilator Variant: A recovery Study,10.1000/001259,PMC0001259,,cc-by,This study investigates ventilator in relation to recovery. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using prospective analysis of 4483 patients.,2022-12-23,"Smith, J.; Jackson, R.; Hernandez, J.",PLOS ONE,,,,,,https://example.com/paper/1259,
cord_uid_001260,,PMC,Vaccine Sars-Cov-2: A diagnosis Study,,,701876,cc-by-nc,This study investigates hospitalization in relation to diagnosis. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using cross-sectional analysis of 2265 patients.,2020-08-12,"Johnson, A.; Rodriguez, H.; Gonzalez, L.",Science,,cov_001260,arXiv:2012.8358,,,https://example.com/paper/1260,s2_00001260
cord_uid_001261,sha_000004ed,CDC,Icu Variant Elderly: A prognosis Study,,PMC0001261,628486,custom,This study investigates testing in relation to prognosis. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using cross-sectional analysis of 667 patients.,2022-04-08,"Johnson, A.",Nature Medicine,,,,pdf_001261.json,,https://example.com/paper/1261,
cord_uid_001262,sha_000004ee,WHO,Comorbidity Mortality: A dermatological Study,,PMC0001262,,custom,This study investigates pandemic in relation to dermatological. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using cross-sectional analysis of 2228 patients.,2020-10-23,"Martin, S.; Taylor, P.; Jones, D.",Lancet Infectious Diseases,mag_00001262,,,,,,
cord_uid_001263,sha_000004ef,PMC,Comorbidity Vaccine Sars-Cov-2: A gastrointestinal Study,10.1000/001263,,,cc0,This study investigates hospitalization in relation to gastrointestinal. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using cross-sectional analysis of 1352 patients.,2022-05-03,"Miller, F.; Hernandez, J.; Thomas, O.; Brown, C.",Cell,mag_00001263,,,,pmc_001263.json,,
cord_uid_001264,sha_000004f0,CDC,Asymptomatic: A neurological Study,,PMC0001264,,cc-by,This study investigates immunity in relation to neurological. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using retrospective analysis of 106 patients.,2021-08-16,,Virology,mag_00001264,,,,,https://example.com/paper/1264,
cord_uid_001265,sha_000004f1,PMC,Testing Covid-19 Ventilator: A neurological Study,10.1000/001265,PMC0001265,,custom,This study investigates SARS-CoV-2 in relation to neurological. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using retrospective analysis of 253 patients.,2022-05-27,"Rodriguez, H.; Gonzalez, L.; Brown, C.; Martin, S.",JAMA,mag_00001265,,,,,https://example.com/paper/1265,s2_00001265
cord_uid_001266,sha_000004f2,PubMed,Icu: A dermatological Study,10.1000/001266,PMC0001266,404579,custom,This study investigates testing in relation to dermatological. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using retrospective analysis of 699 patients.,2022-01-20,"Thomas, O.; Martin, S.; Martinez, I.",JAMA,,,,pdf_001266.json,,,s2_00001266
cord_uid_001267,sha_000004f3,PMC,Ventilator Transmission Antibody: A treatment Study,10.1000/001267,PMC0001267,266949,cc0,This study investigates lockdown in relation to treatment. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using cross-sectional analysis of 1459 patients.,2022-09-26,"Garcia, E.",BMJ,mag_00001267,,,pdf_001267.json,,https://example.com/paper/1267,s2_00001267
cord_uid_001268,sha_000004f4,WHO,Lockdown Icu: A diagnosis Study,10.1000/001268,,674678,cc-by,This study investigates variant in relation to diagnosis. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using prospective analysis of 4006 patients.,2019-12-14,"Lopez, K.",Nature Medicine,,,,pdf_001268.json,,https://example.com/paper/1268,
cord_uid_001269,sha_000004f5,PMC,Variant Ventilator: A cardiovascular Study,10.1000/001269,,445539,cc-by-nc,,2022-06-09,"Gonzalez, L.; Johnson, A.; Moore, Q.; Lopez, K.",Emerging Infectious Diseases,,,,,,https://example.com/paper/1269,
cord_uid_001270,sha_000004f6,PubMed,Vaccine Testing: A prognosis Study,10.1000/001270,PMC0001270,662256,custom,This study investigates social distancing in relation to prognosis. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using prospective analysis of 1211 patients.,2022-09-22,"Smith, J.; Wilson, M.",Journal of Medical Virology,mag_00001270,,,pdf_001270.json,,,
cord_uid_001271,sha_000004f7,PubMed,Antibody Mortality: A long-term effects Study,10.1000/001271,,,cc0,This study investigates SARS-CoV-2 in relation to long-term effects. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using retrospective analysis of 768 patients.,2021-08-17,"Davis, G.; Johnson, A.; Miller, F.",Science,mag_00001271,cov_001271,,pdf_001271.json,,,
cord_uid_001272,,PMC,Ventilator Asymptomatic Variant: A pathogenesis Study,10.1000/001272,PMC0001272,,cc0,This study investigates social distancing in relation to pathogenesis. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using retrospective analysis of 4715 patients.,2021-11-02,"Brown, C.; Hernandez, J.; Williams, B.; Rodriguez, H.",Emerging Infectious Diseases,,,,pdf_001272.json,,https://example.com/paper/1272,s2_00001272
cord_uid_001273,,PubMed,Immunity Antibody: A dermatological Study,10.1000/001273,,,cc0,This study investigates outbreak in relation to dermatological. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using retrospective analysis of 1715 patients.,2021-10-03,"Jackson, R.; Lopez, K.; Moore, Q.; Wilson, M.; Rodriguez, H.",Nature Medicine,mag_00001273,,,pdf_001273.json,pmc_001273.json,,s2_00001273
cord_uid_001274,sha_000004fa,WHO,Ventilator Antibody Transmission: A long-term effects Study,,PMC0001274,735649,cc0,This study investigates mortality in relation to long-term effects. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using cross-sectional analysis of 4446 patients.,2021-08-19,"Jones, D.; Wilson, M.; Taylor, P.",Science,mag_00001274,,,pdf_001274.json,pmc_001274.json,https://example.com/paper/1274,s2_00001274
cord_uid_001275,sha_000004fb,PubMed,Outbreak Asymptomatic Vaccine: A gastrointestinal Study,10.1000/001275,PMC0001275,866519,custom,This study investigates COVID-19 in relation to gastrointestinal. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using cross-sectional analysis of 3770 patients.,2020-03-29,"Brown, C.; Jones, D.",The Lancet,mag_00001275,cov_001275,,,,,
cord_uid_001276,,PMC,Mortality Hospitalization: A long-term effects Study,10.1000/001276,,429125,cc-by-nc,This study investigates mortality in relation to long-term effects. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using prospective analysis of 348 patients.,2022-04-19,"Jones, D.; Martinez, I.; Miller, F.; Martin, S.; Gonzalez, L.",Virology,mag_00001276,,,pdf_001276.json,pmc_001276.json,,s2_00001276
cord_uid_001277,sha_000004fd,Custom,Mortality Variant: A clinical trial Study,10.1000/001277,,,cc-by-nc,This study investigates ventilator in relation to clinical trial. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using prospective analysis of 168 patients.,2022-11-18,"Miller, F.; Davis, G.; Garcia, E.; Taylor, P.; Johnson, A.",Emerging Infectious Diseases,mag_00001277,,arXiv:2000.8668,,,,s2_00001277
cord_uid_001278,sha_000004fe,PubMed,Ventilator: A complications Study,10.1000/001278,,211924,cc-by-nc,This study investigates hospitalization in relation to complications. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using prospective analysis of 2954 patients.,2021-04-08,"Rodriguez, H.; Anderson, N.; Gonzalez, L.",Scientific Reports,mag_00001278,,,,,https://example.com/paper/1278,
cord_uid_001279,,PMC,Lockdown Transmission Testing: A cardiovascular Study,10.1000/001279,,,cc-by-nc,This study investigates SARS-CoV-2 in relation to cardiovascular. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using retrospective analysis of 2882 patients.,2020-08-18,"Brown, C.",Cell,,,,,pmc_001279.json,https://example.com/paper/1279,
cord_uid_001280,sha_00000500,Custom,Outbreak Sars-Cov-2 Hospitalization: A complications Study,10.1000/001280,PMC0001280,941001,cc-by,This study investigates pandemic in relation to complications. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using cross-sectional analysis of 948 patients.,2020-08-26,"Anderson, N.; Lopez, K.",Science,mag_00001280,,arXiv:2005.3904,,pmc_001280.json,,s2_00001280
cord_uid_001281,sha_00000501,WHO,Coronavirus Sars-Cov-2 Covid-19: A cardiovascular Study,10.1000/001281,PMC0001281,365166,cc-by,This study investigates lockdown in relation to cardiovascular. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using retrospective analysis of 3276 patients.,2021-09-27,"Miller, F.; Gonzalez, L.; Rodriguez, H.",The Lancet,mag_00001281,cov_001281,,pdf_001281.json,,,s2_00001281
cord_uid_001282,sha_00000502,PubMed,Icu Hospitalization: A prognosis Study,10.1000/001282,,,cc0,This study investigates transmission in relation to prognosis. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using cross-sectional analysis of 434 patients.,2022-05-23,"Anderson, N.; Moore, Q.; Hernandez, J.; Thomas, O.; Brown, C.",Emerging Infectious Diseases,,,,,,https://example.com/paper/1282,s2_00001282
cord_uid_001283,sha_00000503,PubMed,Asymptomatic Social Distancing: A risk factors Study,10.1000/001283,,,custom,This study investigates variant in relation to risk factors. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using prospective analysis of 1037 patients.,2022-08-01,"Garcia, E.; Moore, Q.; Martinez, I.; Anderson, N.",BMJ,mag_00001283,cov_001283,,pdf_001283.json,,https://example.com/paper/1283,s2_00001283
cord_uid_001284,sha_00000504,Custom,Antibody Mortality: A prognosis Study,10.1000/001284,PMC0001284,837815,cc-by-nc,This study investigates pandemic in relation to prognosis. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using prospective analysis of 4105 patients.,2021-10-15,"Hernandez, J.; Williams, B.",Emerging Infectious Diseases,mag_00001284,,,,pmc_001284.json,https://example.com/paper/1284,s2_00001284
cord_uid_001285,,PMC,Hospitalization Testing Asymptomatic: A pathogenesis Study,10.1000/001285,,764689,cc-by-nc,This study investigates transmission in relation to pathogenesis. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using prospective analysis of 2278 patients.,2021-03-13,"Rodriguez, H.; Jones, D.; Williams, B.; Smith, J.; Garcia, E.",Virology,mag_00001285,,,,,,
cord_uid_001286,,CDC,Mortality Sars-Cov-2: A pathogenesis Study,,PMC0001286,893991,cc-by,This study investigates outbreak in relation to pathogenesis. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using retrospective analysis of 4515 patients.,2022-04-28,"Davis, G.",JAMA,mag_00001286,,,,,,s2_00001286
cord_uid_001287,sha_00000507,CDC,Immunity Vaccine Elderly: A diagnosis Study,10.1000/001287,PMC0001287,753999,cc0,This study investigates COVID-19 in relation to diagnosis. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using prospective analysis of 4896 patients.,2021-08-17,"Miller, F.; Johnson, A.; Moore, Q.",Nature,mag_00001287,,,,,,s2_00001287
cord_uid_001288,sha_00000508,WHO,Covid-19 Comorbidity: A respiratory Study,,PMC0001288,,custom,This study investigates social distancing in relation to respiratory. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using cross-sectional analysis of 3396 patients.,2021-02-27,"Garcia, E.; Lopez, K.; Smith, J.; Taylor, P.; Hernandez, J.",Nature Medicine,mag_00001288,,arXiv:2004.6364,,pmc_001288.json,https://example.com/paper/1288,s2_00001288
cord_uid_001289,sha_00000509,WHO,Antibody Elderly Transmission: A complications Study,,,412750,custom,This study investigates SARS-CoV-2 in relation to complications. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using cross-sectional analysis of 2265 patients.,2021-08-14,"Garcia, E.; Miller, F.; Davis, G.; Rodriguez, H.",Science,mag_00001289,cov_001289,arXiv:2012.3765,,,https://example.com/paper/1289,s2_00001289
cord_uid_001290,sha_0000050a,PubMed,Outbreak Transmission: A diagnosis Study,10.1000/001290,,386337,cc0,This study investigates lockdown in relation to diagnosis. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using prospective analysis of 205 patients.,2022-11-03,"Martin, S.; Lopez, K.",Virology,mag_00001290,,,,,,
cord_uid_001291,,PubMed,Mortality Lockdown Ventilator: A risk factors Study,10.1000/001291,,,cc-by-nc,This study investigates comorbidity in relation to risk factors. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using retrospective analysis of 1716 patients.,2022-02-17,"Thomas, O.; Davis, G.; Moore, Q.; Smith, J.",The Lancet,,,,,,,
cord_uid_001292,sha_0000050c,CDC,Mortality Coronavirus Social Distancing: A neurological Study,10.1000/001292,PMC0001292,,cc0,,2022-02-16,"Garcia, E.",The Lancet,mag_00001292,,arXiv:2007.2600,pdf_001292.json,,https://example.com/paper/1292,
cord_uid_001293,,WHO,Covid-19: A cardiovascular Study,10.1000/001293,PMC0001293,604322,cc0,This study investigates pandemic in relation to cardiovascular. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using cross-sectional analysis of 698 patients.,2019-12-29,"Gonzalez, L.; Hernandez, J.; Miller, F.; Garcia, E.",BMJ,mag_00001293,,,,,,s2_00001293
cord_uid_001294,sha_0000050e,PubMed,Elderly Testing Covid-19: A pathogenesis Study,10.1000/001294,,862409,cc-by,,2020-03-29,"Rodriguez, H.",JAMA,mag_00001294,,,pdf_001294.json,,,s2_00001294
cord_uid_001295,sha_0000050f,PMC,Outbreak Mortality: A pathogenesis Study,10.1000/001295,,,cc-by,This study investigates lockdown in relation to pathogenesis. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using retrospective analysis of 4525 patients.,2020-01-21,"Jones, D.; Lopez, K.",Science,,,,,,https://example.com/paper/1295,
cord_uid_001296,sha_00000510,CDC,Covid-19 Pandemic: A cardiovascular Study,10.1000/001296,PMC0001296,107402,cc-by,This study investigates coronavirus in relation to cardiovascular. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using prospective analysis of 4191 patients.,2022-01-30,"Brown, C.",BMJ,,,,,,https://example.com/paper/1296,s2_00001296
cord_uid_001297,sha_00000511,PubMed,Sars-Cov-2: A long-term effects Study,10.1000/001297,,128802,custom,This study investigates comorbidity in relation to long-term effects. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using retrospective analysis of 4009 patients.,2020-11-14,"Miller, F.; Smith, J.; Martinez, I.",BMJ,mag_00001297,,,,,https://example.com/paper/1297,
cord_uid_001298,,Custom,Ventilator: A recovery Study,10.1000/001298,,,cc0,This study investigates lockdown in relation to recovery. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using prospective analysis of 4081 patients.,2020-04-06,"Smith, J.",BMJ,mag_00001298,,,pdf_001298.json,,https://example.com/paper/1298,
cord_uid_001299,sha_00000513,Custom,Outbreak Testing Hospitalization: A dermatological Study,,,368035,cc0,This study investigates vaccine in relation to dermatological. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using retrospective analysis of 4676 patients.,2022-06-18,"Brown, C.",PLOS ONE,mag_00001299,cov_001299,,,,,
cord_uid_001300,sha_00000514,CDC,Immunity: A prognosis Study,10.1000/001300,PMC0001300,634999,custom,,2021-08-12,"Thomas, O.; Williams, B.; Jackson, R.",NEJM,mag_00001300,,arXiv:2008.1917,,,,s2_00001300
cord_uid_001301,sha_00000515,WHO,Coronavirus Hospitalization Elderly: A respiratory Study,10.1000/001301,PMC0001301,174686,cc-by-nc,This study investigates ICU in relation to respiratory. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using cross-sectional analysis of 561 patients.,2022-12-17,"Brown, C.",The Lancet,,,,,,https://example.com/paper/1301,
cord_uid_001302,,WHO,Coronavirus Ventilator: A gastrointestinal Study,10.1000/001302,PMC0001302,789038,cc-by,This study investigates testing in relation to gastrointestinal. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using retrospective analysis of 1299 patients.,2021-08-19,"Moore, Q.; Smith, J.",BMJ,mag_00001302,cov_001302,,pdf_001302.json,,https://example.com/paper/1302,
cord_uid_001303,sha_00000517,PMC,Comorbidity Elderly Ventilator: A neurological Study,10.1000/001303,,367319,cc0,This study investigates hospitalization in relation to neurological. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using cross-sectional analysis of 4162 patients.,2021-06-01,"Garcia, E.; Anderson, N.; Martin, S.; Miller, F.",Emerging Infectious Diseases,mag_00001303,,,pdf_001303.json,,https://example.com/paper/1303,
cord_uid_001304,sha_00000518,PMC,Elderly Social Distancing: A diagnosis Study,10.1000/001304,PMC0001304,927362,cc-by,This study investigates vaccine in relation to diagnosis. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using prospective analysis of 2085 patients.,2022-01-25,"Moore, Q.; Davis, G.; Hernandez, J.; Gonzalez, L.; Lopez, K.",Scientific Reports,,cov_001304,arXiv:2007.6107,pdf_001304.json,pmc_001304.json,https://example.com/paper/1304,
cord_uid_001305,sha_00000519,CDC,Antibody Mortality: A treatment Study,10.1000/001305,PMC0001305,520637,cc-by,This study investigates lockdown in relation to treatment. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using retrospective analysis of 2194 patients.,2020-07-01,"Williams, B.; Lopez, K.",Journal of Medical Virology,mag_00001305,,,,,,
cord_uid_001306,,CDC,Pandemic Social Distancing: A treatment Study,10.1000/001306,,274798,cc0,This study investigates lockdown in relation to treatment. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using retrospective analysis of 738 patients.,2021-12-15,"Brown, C.",Lancet Infectious Diseases,mag_00001306,cov_001306,,pdf_001306.json,,,
cord_uid_001307,sha_0000051b,WHO,Transmission: A long-term effects Study,10.1000/001307,,438908,cc-by,This study investigates pandemic in relation to long-term effects. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using prospective analysis of 2287 patients.,2021-12-21,"Martin, S.; Garcia, E.; Rodriguez, H.; Gonzalez, L.",Lancet Infectious Diseases,mag_00001307,,arXiv:2011.2937,,pmc_001307.json,,
cord_uid_001308,,Custom,Variant Coronavirus: A neurological Study,,PMC0001308,,cc-by-nc,This study investigates ICU in relation to neurological. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using prospective analysis of 3983 patients.,2020-08-01,"Garcia, E.; Davis, G.; Johnson, A.; Hernandez, J.; Anderson, N.",PLOS ONE,mag_00001308,cov_001308,,,,https://example.com/paper/1308,
cord_uid_001309,,CDC,Mortality Sars-Cov-2: A gastrointestinal Study,,PMC0001309,533292,cc-by,This study investigates coronavirus in relation to gastrointestinal. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using cross-sectional analysis of 3455 patients.,2020-11-09,"Wilson, M.",Clinical Infectious Diseases,,,,pdf_001309.json,pmc_001309.json,https://example.com/paper/1309,
cord_uid_001310,,Custom,Sars-Cov-2 Immunity Asymptomatic: A clinical trial Study,,PMC0001310,,custom,,2022-09-01,"Lopez, K.",Nature,,,,pdf_001310.json,,https://example.com/paper/1310,s2_00001310
cord_uid_001311,sha_0000051f,WHO,Icu Hospitalization: A respiratory Study,10.1000/001311,PMC0001311,574646,cc-by-nc,,2022-12-13,"Gonzalez, L.; Williams, B.; Rodriguez, H.; Martinez, I.; Jones, D.",The Lancet,,,,,pmc_001311.json,,
cord_uid_001312,sha_00000520,Custom,Ventilator: A pathogenesis Study,10.1000/001312,PMC0001312,386534,custom,This study investigates hospitalization in relation to pathogenesis. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using cross-sectional analysis of 3516 patients.,2022-08-01,"Lopez, K.",BMJ,mag_00001312,,,pdf_001312.json,,https://example.com/paper/1312,
cord_uid_001313,,PubMed,Asymptomatic: A prognosis Study,10.1000/001313,,,cc0,This study investigates ventilator in relation to prognosis. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using cross-sectional analysis of 3893 patients.,2021-03-15,"Moore, Q.; Miller, F.; Gonzalez, L.; Anderson, N.; Wilson, M.",BMJ,,,arXiv:2018.1912,pdf_001313.json,,https://example.com/paper/1313,s2_00001313
cord_uid_001314,sha_00000522,CDC,Variant Elderly Antibody: A long-term effects Study,10.1000/001314,,,cc-by-nc,,2020-08-30,"Wilson, M.; Miller, F.; Lopez, K.; Martinez, I.; Anderson, N.",The Lancet,,,,pdf_001314.json,,,
cord_uid_001315,,WHO,Variant Comorbidity: A diagnosis Study,10.1000/001315,PMC0001315,446923,cc0,This study investigates SARS-CoV-2 in relation to diagnosis. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using prospective analysis of 1968 patients.,2020-08-24,"Gonzalez, L.; Lopez, K.; Davis, G.",Virology,,cov_001315,arXiv:2011.6287,,,https://example.com/paper/1315,
cord_uid_001316,sha_00000524,PubMed,Vaccine Asymptomatic Coronavirus: A pathogenesis Study,10.1000/001316,PMC0001316,765359,cc-by,This study investigates transmission in relation to pathogenesis. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using cross-sectional analysis of 4562 patients.,2021-11-22,"Wilson, M.; Anderson, N.; Johnson, A.",Nature Medicine,,,arXiv:2013.6369,pdf_001316.json,,https://example.com/paper/1316,
cord_uid_001317,sha_00000525,PubMed,Sars-Cov-2: A gastrointestinal Study,10.1000/001317,PMC0001317,,custom,This study investigates hospitalization in relation to gastrointestinal. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using cross-sectional analysis of 2830 patients.,2020-03-18,"Johnson, A.; Anderson, N.; Smith, J.",Nature Medicine,mag_00001317,,,pdf_001317.json,,,s2_00001317
cord_uid_001318,,PubMed,Hospitalization Asymptomatic: A pathogenesis Study,10.1000/001318,,,custom,This study investigates outbreak in relation to pathogenesis. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using prospective analysis of 626 patients.,2022-08-14,"Jones, D.; Wilson, M.; Garcia, E.",Science,,,,,,,
cord_uid_001319,sha_00000527,PMC,Mortality Outbreak Icu: A clinical trial Study,,PMC0001319,,cc0,This study investigates social distancing in relation to clinical trial. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using cross-sectional analysis of 590 patients.,2021-11-15,"Williams, B.; Gonzalez, L.; Johnson, A.; Davis, G.",Cell,mag_00001319,,,pdf_001319.json,,,
